"","(Intercept)","MSSubClass","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","LotArea","StreetPave","LotShapeIR2","LotShapeIR3","LotShapeReg","LandContourHLS","LandContourLow","LandContourLvl","UtilitiesNoSeWa","LotConfigCulDSac","LotConfigFR2","LotConfigFR3","LotConfigInside","LandSlopeMod","LandSlopeSev","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","Condition1Feedr","Condition1Norm","Condition1PosA","Condition1PosN","Condition1RRAe","Condition1RRAn","Condition1RRNe","Condition1RRNn","Condition2Feedr","Condition2Norm","Condition2PosA","Condition2PosN","Condition2RRAe","Condition2RRAn","Condition2RRNn","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyle1.5Unf","HouseStyle1Story","HouseStyle2.5Fin","HouseStyle2.5Unf","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyleGable","RoofStyleGambrel","RoofStyleHip","RoofStyleMansard","RoofStyleShed","RoofMatlCompShg","RoofMatlMembran","RoofMatlMetal","RoofMatlRoll","RoofMatlTar&Grv","RoofMatlWdShake","RoofMatlWdShngl","Exterior1stAsphShn","Exterior1stBrkComm","Exterior1stBrkFace","Exterior1stCBlock","Exterior1stCemntBd","Exterior1stHdBoard","Exterior1stImStucc","Exterior1stMetalSd","Exterior1stPlywood","Exterior1stStone","Exterior1stStucco","Exterior1stVinylSd","Exterior1stWd Sdng","Exterior1stWdShing","Exterior2ndAsphShn","Exterior2ndBrk Cmn","Exterior2ndBrkFace","Exterior2ndCBlock","Exterior2ndCmentBd","Exterior2ndHdBoard","Exterior2ndImStucc","Exterior2ndMetalSd","Exterior2ndOther","Exterior2ndPlywood","Exterior2ndStone","Exterior2ndStucco","Exterior2ndVinylSd","Exterior2ndWd Sdng","Exterior2ndWd Shng","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","MasVnrArea","ExterQualFa","ExterQualGd","ExterQualTA","ExterCondFa","ExterCondGd","ExterCondPo","ExterCondTA","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationStone","FoundationWood","BsmtQualFa","BsmtQualGd","BsmtQualTA","BsmtCondGd","BsmtCondPo","BsmtCondTA","BsmtExposureGd","BsmtExposureMn","BsmtExposureNo","BsmtFinType1BLQ","BsmtFinType1GLQ","BsmtFinType1LwQ","BsmtFinType1Rec","BsmtFinType1Unf","BsmtFinSF1","BsmtFinType2BLQ","BsmtFinType2GLQ","BsmtFinType2LwQ","BsmtFinType2Rec","BsmtFinType2Unf","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingGasA","HeatingGasW","HeatingGrav","HeatingOthW","HeatingWall","HeatingQCFa","HeatingQCGd","HeatingQCPo","HeatingQCTA","CentralAirY","ElectricalFuseF","ElectricalFuseP","ElectricalMix","ElectricalSBrkr","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQualFa","KitchenQualGd","KitchenQualTA","TotRmsAbvGrd","FunctionalMaj2","FunctionalMin1","FunctionalMin2","FunctionalMod","FunctionalSev","FunctionalTyp","Fireplaces","GarageTypeAttchd","GarageTypeBasment","GarageTypeBuiltIn","GarageTypeCarPort","GarageTypeDetchd","GarageYrBlt","GarageFinishRFn","GarageFinishUnf","GarageCars","GarageArea","GarageQualFa","GarageQualGd","GarageQualPo","GarageQualTA","GarageCondFa","GarageCondGd","GarageCondPo","GarageCondTA","PavedDriveP","PavedDriveY","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleTypeCon","SaleTypeConLD","SaleTypeConLI","SaleTypeConLw","SaleTypeCWD","SaleTypeNew","SaleTypeOth","SaleTypeWD","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial"
"257",1,-0.875970112847243,1,0,0,0,-0.339210891690292,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.165900824055469,-0.553194943706836,1.11525386222758,1.00170614079053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.228228125434865,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.960707504960899,0,0,0,0,1,-0.296144691502133,-0.512545738608834,0.40944520046553,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.221852164413923,-0.811085607255873,-0.10370107233526,-0.529381118856534,-0.850831207824453,-0.250483467567576,0.775269919018846,-0.798992027376396,-1.11336288274077,-0.171126483353232,0,1,0,-0.977921439014075,0,0,0,0,0,1,-1.005170186875,1,0,0,0,0,1.10615457368659,0,0,0.202670971534758,0.377754182253774,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,1.10487542416834,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-0.493376471343229,-1.35694939390236,0,0,0,0,0,1,0,0,0,0,0,0,1
"258",1,1.54812091298442,0,0,1,0,-0.545951563894882,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.589117211952074,-0.553194943706836,1.14907931088813,1.10024547956771,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.299775415966053,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.958527869997868,0,0,0,0,1,-0.296144691502133,-0.392077648152681,0.53766473285663,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.356342464152212,-0.811085607255873,-0.10370107233526,-0.42949252541477,1.08854214152669,-0.250483467567576,0.775269919018846,-0.798992027376396,-1.11336288274077,-0.171126483353232,0,1,0,-0.347034801887348,0,0,0,0,0,1,0.544274179529092,1,0,0,0,0,1.18688521349418,1,0,0.202670971534758,0.666892442097407,0,0,0,1,0,0,0,1,0,1,0.569364657032672,0.217517310833972,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-0.863824124910704,0.897518680238429,0,0,0,1,0,0,0,0,0,0,0,1,0
"259",1,-0.875970112847243,0,0,1,0,-0.105865781087825,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.34413524795962,-0.553194943706836,1.18290475954869,1.1495151489563,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.206676960479725,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-1.01186213658205,0,0,0,0,1,-0.296144691502133,2.01273819529279,0.917391809553348,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.75464065953099,-0.811085607255873,-0.10370107233526,-0.133668614068005,-0.850831207824453,-0.250483467567576,0.775269919018846,-0.798992027376396,0.174173450108972,-0.171126483353232,0,1,0,-0.347034801887348,0,0,0,0,0,1,0.544274179529092,1,0,0,0,0,1.18688521349418,0,0,1.77926259893886,2.12329256575423,0,0,0,1,0,0,0,1,0,1,0.867317256608307,1.56385375865163,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,2.0997571036291,0.897518680238429,0,0,0,0,0,1,0,0,0,0,0,0,1
"260",1,1.54812091298442,0,0,1,0,-0.260655240857289,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.165900824055469,-0.553194943706836,0.64169758097977,0.311930769350313,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.594597929672235,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,-0.0746191024787687,0,0,0,0,1,-0.296144691502133,1.2785647383619,1.18122815505042,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1.0313803147617,-0.811085607255873,-0.10370107233526,0.0718713762833186,1.08854214152669,-0.250483467567576,0.775269919018846,-0.798992027376396,-1.11336288274077,-0.171126483353232,0,1,0,-0.977921439014075,0,0,0,0,0,1,-1.005170186875,1,0,0,0,0,0.541040095033417,1,0,0.202670971534758,0.147514456822732,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,-0.73103791376483,0.505163889005794,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,0.247518835791721,-0.605460035855428,0,0,0,0,0,0,0,1,0,0,0,1,0
"261",1,2.51775732331709,1,0,0,0,-0.624507214727884,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.589117211952074,-0.553194943706836,1.11525386222758,1.05097581017912,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.594597929672235,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-1.01186213658205,0,0,0,0,1,-0.296144691502133,0.0966136621883174,-1.16124407132544,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-1.42565400738011,0.608320570492029,-0.10370107233526,-0.552432332727711,-0.850831207824453,-0.250483467567576,0.775269919018846,1.18440562128709,-1.11336288274077,-0.171126483353232,0,1,0,-0.977921439014075,0,0,0,0,0,1,-1.005170186875,0,0,0,0,1,1.10615457368659,1,0,0.202670971534758,0.142160044603405,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,0.0951230883050947,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-0.122928817775754,-0.605460035855428,0,0,0,0,0,1,0,0,0,0,0,0,1
"262",1,-0.148742805097743,0,0,1,0,-0.0890324273378962,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165900824055469,1.30187982992661,-0.373065878836957,-0.230035593924147,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.594597929672235,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.295918841236481,0,0,0,0,1,-0.296144691502133,-0.614829966354625,-0.453570882936102,1,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.235932125079867,0.662825767717549,-0.10370107233526,0.377299960076407,-0.850831207824453,-0.250483467567576,-1.05098210852907,1.18440562128709,0.174173450108972,-0.171126483353232,0,1,0,0.283851835239379,0,0,0,0,0,1,0.544274179529092,1,0,0,0,0,-0.669919502080518,1,0,0.202670971534758,-0.329028230697331,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,-0.73103791376483,-0.349481284038999,-0.118643310289815,1.92183832228681,-0.071743742720667,-0.0845039009804176,-0.122928817775754,-1.35694939390236,0,0,0,0,0,0,0,1,0,0,0,1,0
"263",1,-0.875970112847243,0,0,1,0,-0.085839894730151,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.920918860063011,-0.553194943706836,-0.203938635534169,-0.919810965364369,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.427576401269905,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,-0.0310264032181511,0,0,0,0,1,-0.296144691502133,-0.342072025699184,-0.527543690084813,1,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.714407229918009,-0.811085607255873,-0.10370107233526,-1.22475940397036,-0.850831207824453,-0.250483467567576,-1.05098210852907,-0.798992027376396,0.174173450108972,-0.171126483353232,0,0,1,-0.977921439014075,0,0,0,0,0,1,-1.005170186875,0,0,0,0,1,-0.346996942850136,0,1,-1.37392065586935,-1.18573418578958,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,-0.73103791376483,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-1.60471943204565,1.64900803828536,0,0,0,0,0,0,0,1,0,0,0,1,0
"264",1,0.33607540006859,0,0,1,0,-0.191193470785742,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.165900824055469,1.30187982992661,-1.96286196588316,0.853897132624773,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.594597929672235,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-1.01186213658205,0,0,0,0,1,-0.296144691502133,0.262541409420377,-0.981243573930242,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.2368503173629,0.774107212052984,-0.10370107233526,-0.271975897295064,-0.850831207824453,-0.250483467567576,-1.05098210852907,-0.798992027376396,0.174173450108972,-0.171126483353232,0,0,1,0.283851835239379,0,0,0,0,0,1,-1.005170186875,0,0,0,0,1,0.985058613975193,0,1,-1.37392065586935,-0.628875314979618,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,-0.73103791376483,-0.349481284038999,-0.118643310289815,4.17845180380606,-0.071743742720667,-0.0845039009804176,0.247518835791721,-0.605460035855428,0,0,0,0,0,0,0,1,0,0,0,1,0
"265",1,0.0936662974854238,0,0,1,0,0.474497949635307,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.34413524795962,-0.553194943706836,1.11525386222758,1.00170614079053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.594597929672235,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1.01186213658205,0,0,0,0,1,-0.296144691502133,1.1285478710014,-0.0417889231416088,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.251450236588131,1.09659629563731,-0.10370107233526,0.732672840590377,-0.850831207824453,-0.250483467567576,0.775269919018846,1.18440562128709,0.174173450108972,-0.171126483353232,0,1,0,0.914738472366106,0,0,0,0,0,1,0.544274179529092,1,0,0,0,0,1.10615457368659,1,0,0.202670971534758,0.982802763037674,0,1,0,0,0,0,0,1,0,1,-0.779262898941257,0.0492252548567656,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,0.247518835791721,-1.35694939390236,0,0,0,0,0,1,0,0,0,0,0,0,1
"266",1,-0.148742805097743,0,0,1,0,0.0679821309157535,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.920918860063011,-1.48073233052356,-0.812796711424206,1.10024547956771,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.594597929672235,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.37540872737703,0,0,0,0,1,-0.296144691502133,-0.242060780792189,-0.808640357249916,1,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.0729919542430941,0.478870727081421,-0.10370107233526,0.342723139269642,-0.850831207824453,-0.250483467567576,-1.05098210852907,1.18440562128709,0.174173450108972,-0.171126483353232,0,0,1,0.914738472366106,0,0,1,0,0,0,0.544274179529092,1,0,0,0,0,-1.19466866082989,0,1,-1.37392065586935,-1.18037977357025,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,-0.73103791376483,-0.349481284038999,-0.118643310289815,2.47307214983349,-0.071743742720667,-0.0845039009804176,-1.97516708561313,0.897518680238429,0,0,0,0,0,0,0,1,0,0,0,1,0
"267",1,0.0936662974854238,0,0,1,0,0.575885045784306,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.589117211952074,1.30187982992661,0.134315851071406,0.410470108127488,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.41141302755355,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.720947659027502,0,0,0,0,1,-0.296144691502133,-1.32400061205877,-0.742064830816076,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.75464065953099,0.994399050839459,-0.10370107233526,1.39347430489744,1.08854214152669,-0.250483467567576,0.775269919018846,1.18440562128709,0.174173450108972,-0.171126483353232,0,1,0,1.54562510949283,0,0,0,0,0,1,0.544274179529092,1,0,0,0,0,-0.0644397035235509,0,0,0.202670971534758,0.201058579015997,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,3.0937815402626,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-1.23427177847818,-1.35694939390236,0,0,0,0,0,0,0,1,0,0,0,1,0
"268",1,-0.875970112847243,0,0,1,0,-0.107026702036096,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.165900824055469,-0.553194943706836,-0.677494916781975,-1.60958633680459,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.687696385158563,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1.78896879091263,0,0,0,0,1,-0.296144691502133,-1.02623986017658,0.789172277162248,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1.20983859710674,-0.811085607255873,-0.10370107233526,0.204415856042583,1.08854214152669,-0.250483467567576,-1.05098210852907,-0.798992027376396,0.174173450108972,-0.171126483353232,0,0,1,0.283851835239379,0,0,0,0,0,1,2.09371854593319,1,0,0,0,0,-1.0332073812147,0,0,0.202670971534758,-0.446825299522515,0,0,0,1,0,0,0,1,0,1,0.0832314682513718,-0.73103791376483,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,1.35886179649415,0.897518680238429,0,0,0,0,0,0,0,1,0,0,0,1,0
"269",1,0.578484502651757,0,0,1,0,-0.267910996783983,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.165900824055469,0.374342443109888,0.371093991695309,-0.0822265857583851,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.594597929672235,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.773258898140243,0,0,0,0,1,-0.296144691502133,-0.905771769720429,-0.229186701251677,1,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.448012982359476,-0.811085607255873,-0.10370107233526,-1.02690315157609,1.08854214152669,-0.250483467567576,-1.05098210852907,-0.798992027376396,0.174173450108972,-0.171126483353232,0,0,1,-0.347034801887348,0,0,0,0,0,1,-1.005170186875,0,0,0,0,1,0.218117535803034,0,1,0.202670971534758,0.463424777762998,0,0,0,1,0,0,0,1,0,1,0.161640047087065,-0.73103791376483,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-1.23427177847818,-1.35694939390236,0,0,0,0,0,0,0,1,0,0,0,1,0
"270",1,-0.148742805097743,0,0,0,1,0.290588722746713,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.920918860063011,-0.553194943706836,-0.778971262763648,-1.75739534497035,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.594597929672235,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,-0.0964154521090775,0,0,0,0,1,-0.296144691502133,-0.210239021049054,-0.458502403412682,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.688543710737569,0.660554717833152,-0.10370107233526,0.0392154899658186,-0.850831207824453,-0.250483467567576,-1.05098210852907,1.18440562128709,1.46170978295872,-0.171126483353232,0,0,1,-0.347034801887348,0,0,0,0,0,1,-1.005170186875,1,0,0,0,0,-1.15430334092609,0,1,-1.37392065586935,-1.17502536135093,0,0,0,1,0,0,0,1,0,1,1.48674502941029,-0.73103791376483,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-0.122928817775754,-0.605460035855428,0,0,0,0,0,0,0,1,0,0,0,1,0
"271",1,0.0936662974854238,1,0,0,0,-0.319958952631465,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.589117211952074,-0.553194943706836,0.810824824282558,0.607548785681837,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.02586805238355,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.402720954424994,0,0,0,0,1,-0.296144691502133,-0.58300820661149,-0.298227987923808,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.520430836064708,1.40318803003085,-0.10370107233526,0.792221809757583,-0.850831207824453,-0.250483467567576,0.775269919018846,1.18440562128709,0.174173450108972,-0.171126483353232,0,1,0,0.283851835239379,0,0,0,0,0,1,0.544274179529092,0,0,0,0,1,0.742866694552406,1,0,0.202670971534758,0.39917183113108,0,0,0,1,0,0,0,1,0,1,-0.779262898941257,-0.578045135603733,-0.349481284038999,-0.118643310289815,3.12766232004519,-0.071743742720667,-0.0845039009804176,-0.122928817775754,-0.605460035855428,0,0,0,0,0,0,0,1,0,0,0,1,0
"272",1,0.0936662974854238,0,0,1,0,0.0961344639113247,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.165900824055469,0.374342443109888,-0.170113186873612,-0.870541295975782,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.37194587248424,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.174882310778189,0,0,0,1,0,0.756825204255519,-0.998964066111038,-0.971380532977081,1,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.349731609473804,0.783191411590571,-0.10370107233526,0.394588370479789,-0.850831207824453,3.88713233003016,-1.05098210852907,3.16780326995057,0.174173450108972,-0.171126483353232,0,0,1,0.283851835239379,0,0,0,0,0,1,0.544274179529092,1,0,0,0,0,-0.427727582657731,0,1,0.202670971534758,0.201058579015997,0,0,0,1,0,0,0,1,0,1,0.977089266978278,-0.73103791376483,-0.349481284038999,-0.118643310289815,-0.283096987899947,-0.071743742720667,-0.0845039009804176,-0.122928817775754,-0.605460035855428,0,0,0,0,0,0,0,1,0,0,0,1,0
